fecha,NE_diario,NE_media_movil_30d,SO_diario,SO_media_movil_30d
2025-05-08,14.94,21.73,,14.93
2025-05-09,8.7,21.57,11.55,
2025-05-10,17.94,21.57,13.62,
2025-05-11,18.47,21.28,14.75,
2025-05-12,15.23,21.09,17.76,
2025-05-13,18.17,21.31,26.35,
2025-05-14,26.04,21.25,,
2025-05-15,31.83,21.21,,
2025-05-16,38.08,21.1,,
2025-05-17,36.27,20.98,,
2025-05-18,37.01,20.74,,
2025-05-19,29.0,21.0,,
2025-05-20,29.5,21.44,,
2025-05-21,28.31,21.53,,19.04
2025-05-22,12.6,21.2,,18.81
2025-05-23,19.78,21.05,,18.5
2025-05-24,19.91,21.0,,18.4
2025-05-25,18.15,21.25,,18.45
2025-05-26,21.04,21.29,16.0,18.77
2025-05-27,25.44,21.45,23.05,19.07
2025-05-28,19.58,21.24,20.23,18.91
2025-05-29,15.11,21.22,17.32,18.55
2025-05-30,14.13,20.88,16.76,18.6
2025-05-31,17.57,20.45,14.61,18.58
2025-06-01,13.98,19.75,17.62,18.39
2025-06-02,15.4,18.85,22.59,18.22
2025-06-03,23.46,17.82,28.75,17.97
2025-06-04,20.17,17.1,24.67,17.69
2025-06-05,12.86,16.37,15.41,17.3
2025-06-06,12.83,15.73,13.39,16.92
2025-06-07,13.5,15.56,16.7,16.53
2025-06-08,16.15,15.16,12.53,16.15
2025-06-09,19.14,14.84,19.35,16.01
2025-06-10,23.15,14.58,20.14,15.91
2025-06-11,9.18,14.2,14.95,15.72
2025-06-12,17.36,13.65,19.77,15.35
2025-06-13,15.86,13.3,19.58,15.05
2025-06-14,18.99,13.11,18.11,14.87
2025-06-15,16.96,12.93,14.68,14.58
2025-06-16,9.34,12.53,14.63,14.38
2025-06-17,6.11,12.48,12.57,14.27
2025-06-18,7.42,12.38,11.05,13.97
2025-06-19,7.68,11.97,8.05,13.42
2025-06-20,8.92,11.65,7.36,12.99
2025-06-21,7.77,11.61,6.31,12.89
2025-06-22,7.68,11.55,6.0,12.87
2025-06-23,10.24,11.47,12.14,12.7
2025-06-24,10.43,11.26,12.89,12.71
2025-06-25,9.73,10.88,10.41,12.4
2025-06-26,8.92,10.27,11.82,12.01
2025-06-27,8.95,10.33,11.48,11.85
2025-06-28,9.33,9.94,11.67,11.41
2025-06-29,8.8,9.59,8.28,10.93
2025-06-30,5.7,9.0,8.41,10.48
